algorithm,MBF,MBF_std,AES,SR,avg_time,time_std
genetic_algorithm,13.516666666666664,2.3413941224795134,18331.666666666668,3.3333333333333335,23.27700071334839,3.0474681679140856
genetic_local_search_sa,19.16,2.839815438393476,19308.333333333332,0.0,50.298770229021706,6.501146801468022
genetic_local_search_tabu,19.266666666666666,3.2840611247759033,18275.0,0.0,37.76944383780162,4.83978506098184
